Name	Set	ImageFile	Release	Info	Property	Uniqueness	Type	Mission/ Dilemma Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Quadrant	Span	Icons	Staff	Characteristics/ Keywords	Requires	Persona	Command	Lore	Reports	Names	Text
Security Holding Cell	Trad_Virtual_OTF_Open_Warp	hmf5_17	HF5	17 V		univ	Site													Brig; Capturing-related card;							Has a Brig. Once each turn, player who controls station may download {Brainwash}, {Interrogation} or {Torture} to a captive held in this Brig if that player has a Tal Shiar, Obsidian Order, Resistance or Section 31 personnel (or a personnel who has SECURITY and Treachery) unopposed here. Any Nor: Promenade
Security Office	Trad_Virtual_OTF_Open_Warp	hmf5_18	HF5	18 V			Site														hand weapon;						Compatible SECURITY-classification personnel and hand weapons may report here. Whenever a personnel battle was just initiated on this station, any player's personnel here, if one has SECURITY, may move there (if possible) and join the battle. Matching SECURITY personnel may {file mission report}s here. Any Nor: Promenade
Ben Sisko*	Virtual_b02_OTF_Open_Warp	emissary_38A	Emissary	38 V	DS9		Personnel		Federation/Bajoran	ENGINEER	8	7	7					[Cmd]		Human; Male;		Benjamin Sisko	Baraka	Shipwright Benjamin Sisko built and commanded the Baraka, a replica Bajoran lightship. Human. Recreated a legendary interstellar journey.			ENGINEER Honor Navigation Astrophysics Anthropology DL/ {Construct Starship}
Deputy Quark*	Virtual_b02_OTF_Open_Warp	emissary_41A	Emissary	41 V	DS9		Personnel		Ferengi/Bajoran	CIVILIAN	5	8	3							Ferengi; Male;		Quark		Ferengi merchant Quark was deputized by Odo to get information on Kressari weapons movements. Keen participant in the Bajoran gratitude festival.		Odo	CIVILIAN Diplomacy Anthropology Computer Skill SECURITY (if {Odo} in play). DL/ {Renewal Scroll}
Kira Meru*	Virtual_b02_OTF_Open_Warp	emissary_43A	Emissary	43 V	DS9		Personnel		Cardassian/Bajoran	CIVILIAN	6	6	5					[AU]		Bajoran; Female; Terok Nor-related personnel;				Comfort woman aboard Terok Nor in 2346. Romantically involved with Dukat. Worked all hours in hope of a better life for her family.		Dukat	CIVILIAN Anthropology Exobiology Geology DL/ {Comfort Women}
Quark (Emissary)*	Virtual_b02_OTF_Open_Warp	emissary_58A	Emissary	58 V	DS9		Personnel		Ferengi/Cardassian	CIVILIAN	7	7	3					[Stf]		Ferengi; Bartender; Dissident; Male; Terok Nor-related personnel;				Ferengi bartender romantically involved with Natima Lang. Former dissident who illicitly sold discounted food to oppressed Bajorans on Terok Nor.		Natima Lang Natima Lang	CIVILIAN Computer Skill Acquisition Anthropology ENGINEER Smuggling DL/ {Natima Lang}
DNA Clues *VP	Trad_Virtual_OTF_Open_Warp	109VP	VP	109 VP	ENT		Dilemma	[S/P]																Although a thorough analysis of a DNA sample can be a time-consuming endeavor, it can also provide information crucial to identifying criminal suspects.			Place on mission. Further dilemmas requiring any MEDICAL here require 2 more if you continue OR 2 less if crew or Away Team has Exobiology and "stops" now to investigate.
Gomtuu Shock Wave *VP	Virtual_OTF_Open_Warp	110VP	VP	110 VP	TNG		Dilemma	[S]																Although some creatures have intricate greeting rituals, others will defend themselves violently at the first sign of danger.			Unless 2 Diplomacy and INTEGRITY>32 OR Empathy and INTEGRITY>35 present, all undocked ships at this location are damaged and relocated one location toward far end of spaceline.
Horta *VP	Trad_Virtual_OTF_Open_Warp	111VP	VP	111 VP	TOS		Dilemma	[P]																Silicon-based life-form native to Janus VI. Every 50,000 years, all Horta die off except one, which must repopulate the species through egg laying. Will kill to protect its young.			Place on planet. Now and end of every player's turn, kills one of that player's personnel present (random selection). Cure with 2 Leadership, 2 Mindmeld, and 2 Exobiology.
Baseball *VP	Trad_Virtual_OTF_Open_Warp	112VP	VP	112 VP	DS9		Interrupt							20										Benjamin Sisko was forced to abandon Deep Space 9 to spare Bajor from the Dominion's wrath. He left his prized baseball behind as a message to Gul Dukat that he would return.			Plays to score points if you just commandeered opponent's facility. Lose points if opponent regains control.
Evade Borg Vessel *VP	Virtual_OTF_Open_Warp	113VP	VP	113 VP			Mission	[S]	[FED][ROM][CAR][BAJ]					35		Alpha	4			Nebula;				Hide from pursuing Borg cube in dense, hazardous nebula.			Stellar Cartography + Navigation + Leadership + CUNNING>36 Only one of your ships may battle here every turn.
Odo *VP	Trad_Virtual_OTF_Open_Warp	114VP	VP	114 VP	DS9		Personnel		Bajoran	SECURITY	9	7	10					[Cmd]		Changeling; Deep Space 9-related personnel; Male; Shape-shifter;		Odo		Changeling security chief of Deep Space 9. Not very good at pretense. Always investigates Quark.			SECURITY SECURITY Computer Skill x 2 Honor x 2 Law Once per turn, may "stop" {any Quark} present.
Dukat *VP	Trad_Virtual_OTF_Open_Warp	115VP	VP	115 VP	DS9		Personnel		Cardassian	OFFICER	4	8	9					[Cmd]		Cardassian; Gul; Male; Terok Nor-related personnel;		Dukat	Prakesh	Gul. Ex-prefect of Bajor. Commander of the Prakesh. Father of Ziyal. Cardassian Union liaison with Dominion. Desires to regain command of Terok Nor.	Central Command		OFFICER Leadership x 2 Navigation x 2 Treachery Diplomacy Computer Skill
Yeoman Rand *VP	Trad_Virtual_b00_OTF_Open_Warp	116VP	VP	116 VP	TOS		Personnel		Federation	OFFICER	7	6	5					[AU][OS][Stf]		Human; Captain; Female;				Janice Rand is yeoman to Captain Kirk aboard the Enterprise. Captain of the Academy Diving Team in 2264-65. Student of horticulture and xenobotany.			OFFICER Youth Biology ENGINEER DL/ {File Mission Report} [OS] personnel may file mission reports aboard her ship.
Kang *VP	Trad_Virtual_OTF_Open_Warp	117VP	VP	117 VP	DS9		Personnel		Klingon	OFFICER	7	7	8					(R>[Cmd]		Klingon; Male;			I.K.C. Lukara	Faced Kirk at Beta XII-A. Swore blood oath against the Albino with Kor, Koloth, and Curzon Dax to avenge the death of his firstborn son.			OFFICER Leadership Honor SECURITY Physics DL/ {Blood Oath}
New Frontiers *VP	Virtual_OTF_Open_Warp	118VP	VP	118 VP	DS9		Event																	The Continuing Committee The Star Trek CCG Community lives on at www.trekcc.org			Plays to draw two cards. If you have four [DS9] personnel at a mission not in their native quadrant, draw two additional cards. Discard event.
Executive Authorization *VP	Trad_Virtual_OTF_Open_Warp	119VP	VP	119 VP	TUC		Dilemma	[P]													Chairman; Chancellor; Counterpart; Founder; General; Governor; High Council Leader; Intendant; Kai; Legate; Minister; Nagus; President; Proconsul; Queen;			In the interest of security, Klingon Chancellor Azetbur and the Federation president agreed to share the location of the forthcoming peace conference with only their most trusted aides.			To get past requires a President, High Council Leader, General, Legate, Chancellor, Proconsul, Chairman, Intendant, Minister, Kai, Founder, Nagus, Governor, Queen, counterpart, or {PADD}.
Lore *VP	Trad_Virtual_OTF_Open_Warp	121VP	VP	121 VP	TNG		Personnel		Non-Aligned	CIVILIAN	1	13	12					<Y)[Cmd][Fajo]		Android; Male; Soong-type android;		Lore		Evil Soong-type android. Data's "elder brother."	War Council		CIVILIAN ENGINEER Computer Skill Treachery x 2 SECURITY Transporter Skill Leadership Doubles all {Rogue Borg} and {Crystalline Entities} in play.
Tuvok *VP	Trad_Virtual_OTF_Open_Warp	120VP	VP	120 VP	VOY		Personnel		Federation	OFFICER	8	9	9					[Cmd][DQ]		Vulcan; Male;		Tuvok		Vulcan security chief of U.S.S. Voyager. Janeway's tactical officer and confidant for many years. Former instructor at Starfleet Academy. Breeds prize orchids.			OFFICER SECURITY Leadership Computer Skill Mindmeld Biology Music Law
Contain Boarding Parties	Virtual_b02_OTF_Open_Warp	wpe_63P	WPEmissary	63 P	DS9		Incident											[2]									Seeds or plays on {Deep Space 9}; you may download {Sisko 197 Subroutine}. Twice per game, when opponent voluntarily initiates battle aboard, you may download up to six [DS9] personnel (each must be [Fed] or [Baj]), and/or one hand weapon to sites aboard where those cards may report. Does not count down during the first turn of the game.
Trust the Prophets	Virtual_b02_OTF_Open_Warp	wpe_64P	WPEmissary	64 P	DS9		Incident																				Seeds on table; you may download {The Celestial Temple}. The Celestial Temple ignores WEAPONS of {Deep Space 9} (and any ships docked there). Compatible [DS9] [Fed] (except [OS]) cards are considered to match Deep Space 9's affiliation for purposes related to its sites.
We Need You Here	Virtual_b02_OTF_Open_Warp	wpe_65P	WPEmissary	65 P	DS9		Incident													Captains Order;							Seeds or plays on {Commander's Office}. If your {Reshape the Quadrant} is in play, you may ignore restrictions of site(s) on this station which instruct you to "draw no cards that turn." Once each turn, in place of a card draw, you may download a site to this station. (Captain's Order.)
Herbert	Virtual_b02_OTF_Open_Warp	wpe_66P	WPEmissary	66 P	TNG	univ	Personnel		Federation	ENGINEER	6	7	6					[Stf]		Human; Male; U.S.S. Enterprise-related personnel;				Representative transporter officer aboard the U.S.S. Enterprise. He held the rank of ensign in the early years of the flagship's mission.			ENGINEER Transporter Skill Biology Stellar Cartography
Lieutenant Ballard	Virtual_b02_OTF_Open_Warp	wpe_67P	WPEmissary	67 P	TNG	univ	Personnel		Federation	SCIENCE	7	6	5					[Stf]		Human; Female; Support Personnel; Teacher; U.S.S. Enterprise-related personnel;				Typical scientist and teacher in the U.S.S. Enterprise's primary school. She expressed concern to Data about Lal's ability to fit in.			SCIENCE Exobiology Physics
Riva (Warp Pack: Emissary)	Virtual_b02_OTF_Open_Warp	wpe_68P	WPEmissary	68 P	TNG		Personnel		Non-Aligned	V.I.P.	7	7	3							Ramatin; Male;				Respected mediator. Deaf and mute Ramatin male. Taught sign language to warring factions on Solais V. Gave the Klingons a word for "peacemaker."			V.I.P. Diplomacy x 2 Honor When reported, each player draws a card.
Stolen Defiant *VP	Virtual_OTF_Open_Warp	123VP	VP	123 VP	DS9		Ship		Federation	Defiant Class	8	10	8					[Maq]	[Cmd][Maq] 	Cloaking Device; Federation ship; Tractor Beam;	Shuttlepod;	U.S.S. Defiant		The U.S.S. Defiant was commandeered by the Maquis in 2371 to attack Cardassian forces.			Cloaking Device, Tractor Beam WEAPONS and SHIELDS +3 vs. [Car].
Scapegoat	Virtual_b02_OTF_Open_Warp	maquis_08V	Maquis	8 V	DS9		Dilemma	[S]																To avoid escalating violence between Cardassian and Federation settlers, Cardassian Central Command blamed Gul Dukat for supplying weapons to the Demilitarized Zone.			One personnel (random selection) is killed unless you "stop" a personnel with V.I.P. or Anthropology. To get past requires INTEGRITY>24 remaining.
Unscheduled "Assistance"	Virtual_b02_OTF_Open_Warp	maquis_09V	Maquis	9 V	DS9		Dilemma	[S]																The unexpected arrival of a Klingon fleet to defend DS9 against the changeling threat led to issues with docking schedules, shore leave, and unauthorized "inspections."			Opponent chooses two locations. To get past requires CUNNING>X, where X=15 times the number of your ships at those locations.
Not So Demilitarized	Virtual_b02_OTF_Open_Warp	maquis_15V	Maquis	15 V	DS9		Incident											[RC]			Badlands Region; Demilitarized Zone Region;						Plays on table; you may download {They Call Themselves the Maquis}. Once each turn, while all your facilities are [Maq], one [DS9][Maq] personnel may report for free OR you may download {For the Cause} to your Badlands or Demilitarized Zone Region mission. You may not play {Espionage} cards.
They Call Themselves the Maquis	Virtual_b02_OTF_Open_Warp	maquis_16V	Maquis	16 V	DS9		Incident														Badlands Region; Demilitarized Zone Region;						Seeds or plays on table; you may download {The Art of Diplomacy}. Your [Maq] cards may mix and, if ever attacked, have no affiliation attack restrictions. Your [Maq] ships are immune to {Navigate Plasma Storms}. Your equipment, [Maq] personnel, and [Maq] ships may report to your {Liberty} or to a Badlands or Demilitarized Zone Region [P] mission; once each turn, one such unique personnel may do so for free.
Cal Hudson	Virtual_b02_OTF_Open_Warp	maquis_28V	Maquis	28 V	DS9		Personnel		Federation	OFFICER	4	7	7					[Cmd][Maq]		Human; Male;				Starfleet's attach to the Federation's Demilitarized Zone colonies. Friend of Benjamin Sisko. Widower who found new purpose as leader of a Maquis cell.			OFFICER Diplomacy Leadership Navigation Treachery Law Smuggling
M'Vil	Virtual_b02_OTF_Open_Warp	maquis_40V	Maquis	40 V	DS9	univ	Personnel		Non-Aligned/Klingon	MEDICAL	6	5	7					[Maq][Stf]		Klingon; Female;				One of many Klingons seeking glory outside the Klingon Empire. She sympathized with the grievances of the Maquis.			MEDICAL Archaeology Stellar Cartography Biology
Stolen Defiant	Virtual_b02_OTF_Open_Warp	maquis_48V	Maquis	48 V	DS9		Ship		Federation	Defiant Class	8	10	8					[Maq]	[Cmd][Maq] 	Cloaking Device; Federation ship; Tractor Beam;	Shuttlepod;	U.S.S. Defiant		The U.S.S. Defiant was commandeered by the Maquis in 2371 to attack Cardassian forces.			Cloaking Device, Tractor Beam WEAPONS and SHIELDS +3 vs. [Car].
A Pleasant Surprise	Virtual_b02_OTF_Open_Warp	maquis_01V	Maquis	1 V	DS9		Dilemma	[S]																Brothers Krit and Nahsk were Morn's co-conspirators in the Lissepian Mother's Day Heist. Their run-in with Quark could have been much less pleasant.			To get past, "stop" a personnel with CUNNING>6 and either Diplomacy or Treachery (random selection).
Deliberate Tactical Error	Virtual_b02_OTF_Open_Warp	maquis_02V	Maquis	2 V	DS9		Dilemma	[P]																Keevan ensured his own survival by betraying Remata'Klan and his fellow Jem'Hadar, sending them into a deadly trap.			Half of all [Univ] personnel in Away Team (random selection, round down) are killed (erased if [Holo]). To get past requires two leaders OR two [Cmd] OR two [Def].
Dramatis Personae	Virtual_b02_OTF_Open_Warp	maquis_03V	Maquis	3 V	DS9		Dilemma	[S/P]																Saltah'na energy spheres caused the crew of DS9 to play out an ancient power struggle: scheming, maneuvering, and plotting to eliminate their former friends.			"Stops" all personnel in crew or Away Team named in lore by another personnel present. Discard dilemma.
Maquis Vendetta	Virtual_b02_OTF_Open_Warp	maquis_04V	Maquis	4 V	DS9		Dilemma	[P]																As hard to catch as a Norpin falcon, crafty and cunning Maquis leader Michael Eddington was able to stay one step ahead of the dogged pursuit of his former commanding officer.			To get past, "stop" a Leadership personnel (random selection). If that personnel has OFFICER or SECURITY, randomly select two additional personnel to be "stopped."
Protestations of Innocence	Virtual_b02_OTF_Open_Warp	maquis_05V	Maquis	5 V	DS9		Dilemma	[S/P]																After years of conflict and military aggression, colonists near the Cardassian-Federation border often doubted the sincerity of Cardassian negotiators.			To get past requires INTEGRITY>28 (INTEGRITY>42 if you initiated battle this game; INTEGRITY>63 if you voluntarily initiated battle).
Recurring Injury	Virtual_b02_OTF_Open_Warp	maquis_06V	Maquis	6 V	DS9		Dilemma	[S/P]																While playing to maintain his darts winning streak at Quark's, Miles O'Brien aggravated an old kayaking injury, necessitating shoulder surgery and forfeiting his darts game.			To get past, one personnel with Biology OR MEDICAL (opponent's choice) must be "stopped." Nullify with a personnel who has either 2 Biology OR 3 MEDICAL.
Sabotaged Plasma Conduit	Virtual_b02_OTF_Open_Warp	maquis_07V	Maquis	7 V	DS9		Dilemma	[S]																To resist her Maquis captors, Kira Nerys blew out two plasma conduits, forcing the U.S.S. Defiant to seek refuge in a nebula until the cloaking device could be repaired.			To get past requires 2 Computer Skill and Physics OR Computer Skill and 2 Physics.
Determined to Stay	Virtual_b02_OTF_Open_Warp	maquis_10V	Maquis	10 V	TNG		Event														Demilitarized Zone Region;			Many colonists living in the Demilitarized Zone refused to abandon the worlds they had made their homes, despite pressure from the Federation and Cardassian governments.			Plays on your unattempted Demilitarized Zone Region mission. When your [Maq] personnel solve, if no opposing ship is at this mission, you may draw up to five cards.
Organized Terrorist Activities	Virtual_b02_OTF_Open_Warp	maquis_11V	Maquis	11 V	DS9		Event																	In 2370, the Maquis blew up the Cardassian freighter Bok'Nor to prevent the transportation of additional weapons to Cardassian colonists in the Demilitarized Zone.			Plays if you have eight [DS9][Maq] personnel in play. Damage an undamaged ship in (or adjacent to) a region (once per game per Ship card title). Discard event.
Bleed Resources	Virtual_b02_OTF_Open_Warp	maquis_12V	Maquis	12 V	TNG		Incident																				Plays on your [Maq], [TNG][Rom], or [DS9][Car] personnel. When this personnel helps solve a mission, you may choose one: Examine opponent's hand and choose two of those cards to be discarded OR Opponent places three cards (random selection) from hand on top of his or her draw deck OR Opponent discards the top four cards of his or her draw deck.
Defending Their Homes	Virtual_b02_OTF_Open_Warp	maquis_13V	Maquis	13 V	TNG		Incident											[WC]			Demilitarized Zone Region;						Plays on table; you may download {They Call Themselves the Maquis}. Once each turn, one [TNG][Maq] personnel may report for free OR you may download {For the Cause} to your Demilitarized Zone Region mission. Discard if you have {a Treaty} in play.
Learning Curve	Virtual_b02_OTF_Open_Warp	maquis_14V	Maquis	14 V	VOY		Incident																				Plays on table. At the end of each of your turns, if you played two or more [Maq] personnel this turn, you may place two cards from the top of your draw deck face down on this incident. You may play [Maq] cards from this incident as though they were in your hand. At any time, you may place this card and each card atop it beneath your draw deck to draw that many cards. (Unique.)
Used to Being Outnumbered	Virtual_b02_OTF_Open_Warp	maquis_17V	Maquis	17 V	TNG		Incident														Badlands Region; Condor Class; Demilitarized Zone Region;						Seeds or plays on table. Condor-class ships may be used by [Baj] or [Fed]. In the Badlands or Demilitarized Zone Regions, opponent's ATTACK total must be more than double your Condor-class ship's DEFENSE total to score a hit, and more than triple to score a direct hit. While your Condor-class ship is moving within a region, it is RANGE +2.
You Could Be Invaluable	Virtual_b02_OTF_Open_Warp	maquis_18V	Maquis	18 V	DS9		Incident											[HA]									Seeds or plays on table. At the start of a mission attempt involving only your [DS9][Maq] personnel, you may reveal the top card of opponent's draw deck. If it is a personnel neither player has in play, opponent reports them to your attempting crew or Away Team (under your control; they gain [Maq]). Return personnel to opponent's hand (if still in play) at end of mission attempt. (Unique.)
Stalling for Time	Virtual_b02_OTF_Open_Warp	maquis_19V	Maquis	19 V	TNG		Interrupt																	Ro Laren was able to maintain Jean-Luc Picard's confidence in her loyalty just long enough to conceal her defection to the Maquis and help her new allies evade Starfleet's trap.			Plays once each turn on any location if you have three [TNG][Maq] personnel in play. Opponent chooses one of their personnel here to return to hand.
Break Prisoner	Virtual_b02_OTF_Open_Warp	maquis_20V	Maquis	20 V			Mission	[P]	[ROM][NON][CAR][BAJ]					30*	Badlands Region	Alpha	4			Asymmetric mission; Badlands Region; Capturing-related card;	Badlands Region;			Interrogate captured officer at secret base.			SECURITY x2 + Treachery x2 + Biology + CUNNING>30 *+10 if your escorted captive here. Opponent's side: No gametext. Points: [35]
Divert Attention	Virtual_b02_OTF_Open_Warp	maquis_21V	Maquis	21 V			Mission	[S]	[FED]					35	Badlands Region	Alpha	5			Badlands Region;	Badlands Region;			Distract adversary to allow equipment theft.			Navigation x2 + Leadership + Treachery + CUNNING>36 Span -2 for [Maq] ships.
Expose Secret Buildup	Virtual_b02_OTF_Open_Warp	maquis_22V	Maquis	22 V			Mission	[S]	[FED][KLI][CAR][BAJ]					40		Alpha	4							Reveal military construction at unsanctioned facility.			Computer Skill + Leadership + Physics + SECURITY + (any Intelligence x2 OR CUNNING>37)
Supply Terrorists	Virtual_b02_OTF_Open_Warp	maquis_23V	Maquis	23 V			Mission	[P]	[ROM][NON][BAJ][FER]					35	Demilitarized Zone Region	Alpha	2			Demilitarized Zone Region;	Demilitarized Zone Region;			Broker sale of biogenic storage containers.			Diplomacy + SECURITY + Acquisition + CUNNING>36
For the Cause	Virtual_b02_OTF_Open_Warp	maquis_24V	Maquis	24 V	DS9		Objective														Badlands Region; Demilitarized Zone Region;						Plays on your Badlands or Demilitarized Zone Region mission. Your [Maq] personnel may attempt this mission and may replace all levels of one requirement with: Leadership + SECURITY + CUNNING>30
The Only Way Home	Virtual_b02_OTF_Open_Warp	maquis_25V	Maquis	25 V	VOY		Objective																				Seeds on table. When your [Maq] personnel solve a [DQ][P] mission, relocate your [Maq] personnel to your [Maq] ship there, then relocate ship to any Alpha Quadrant mission. For the rest of the game, your [Non][DQ] personnel are attributes all +2 and may report to your [Maq] ships.
Ro Laren (The Maquis)	Virtual_b02_OTF_Open_Warp	maquis_26V	Maquis	26 V	TNG		Personnel		Bajoran/Federation	SECURITY	5	8	7					[Cmd][Maq]		Bajoran; Female; U.S.S. Enterprise-related personnel;				Maquis sympathizer and Bajoran officer aboard the U.S.S. Enterprise. Found a new father figure in Macias. Betrayed Jean-Luc Picard's trust in her.			SECURITY Navigation Leadership Computer Skill Treachery DL/ {Bleed Resources}
Ro Laren (The Maquis)*	Virtual_b02_OTF_Open_Warp	maquis_26VA	Maquis	26 V	TNG		Personnel		Federation/Bajoran	SECURITY	5	8	7					[Cmd][Maq]		Bajoran; Female; U.S.S. Enterprise-related personnel;				Maquis sympathizer and Bajoran officer aboard the U.S.S. Enterprise. Found a new father figure in Macias. Betrayed Jean-Luc Picard's trust in her.			SECURITY Navigation Leadership Computer Skill Treachery DL/ {Bleed Resources}
Tabor (The Maquis)	Virtual_b02_OTF_Open_Warp	maquis_27V	Maquis	27 V	VOY		Personnel		Bajoran/Federation	ENGINEER	5	6+X	6+X					[DQ][Maq][Stf]		Bajoran; Male;				Apoplectic Bajoran haunted by the screams of Crell Moset's victims. Chakotay helped him focus his rage. Skilled holoprogrammer. Friend of Jor.			ENGINEER Physics SCIENCE Computer Skill X=3 if six or more personnel in your discard pile.
Tabor (The Maquis)*	Virtual_b02_OTF_Open_Warp	maquis_27VA	Maquis	27 V	VOY		Personnel		Federation/Bajoran	ENGINEER	5	6+X	6+X					[DQ][Maq][Stf]		Bajoran; Male;				Apoplectic Bajoran haunted by the screams of Crell Moset's victims. Chakotay helped him focus his rage. Skilled holoprogrammer. Friend of Jor.			ENGINEER Physics SCIENCE Computer Skill X=3 if six or more personnel in your discard pile.
George Sanders	Virtual_b02_OTF_Open_Warp	maquis_29V	Maquis	29 V	DS9		Personnel		Federation	OFFICER	7	7	8					[Cmd]		Human; Captain; Male;				Captain dispatched to apprehend Michael Eddington. Asked Benjamin Sisko to save him a seat at Eddington's court-martial. Calls San Francisco home.			OFFICER Leadership SECURITY Honor Allows your cards here to initiate battle against [Maq].
Niles	Virtual_b02_OTF_Open_Warp	maquis_30V	Maquis	30 V	DS9	univ	Personnel		Federation	SECURITY	4	6	6					[Maq][Stf]		Human; Deep Space 9-related personnel; Male;				Pilot and security officer typical of those who secretly support the Maquis. Captured Gul Dukat on Deep Space 9 on Cal Hudson's orders. Drinks lattes.			SECURITY Navigation Transporter Skill Treachery
Tamal	Virtual_b02_OTF_Open_Warp	maquis_31V	Maquis	31 V	DS9		Personnel		Federation	ENGINEER	7	7	6					[Maq][Stf]		Human; Male;				Technician and former petty officer aboard the U.S.S. Gandhi. Recruited into the Maquis by Thomas Riker. Enjoys studying early Earth warp technology.			ENGINEER Anthropology SCIENCE Geology
Thomas Riker (The Maquis)	Virtual_b02_OTF_Open_Warp	maquis_32V	Maquis	32 V	DS9		Personnel		Federation	OFFICER	4	8	6					<Fed>[Cmd][Maq]		Human; Infiltrator; Male; Thief;		<William T. Riker>	Stolen Defiant	Defiant leader and starship thief. Posed as William T. Riker. Commanded the Stolen Defiant on raids in Cardassian space. Resents his transporter double.			OFFICER Geology Leadership SECURITY Treachery Music DL/ {Commandeer Ship}
Tom Paris (The Maquis)	Virtual_b02_OTF_Open_Warp	maquis_33V	Maquis	33 V	VOY		Personnel		Federation	SCIENCE	5	7	7					[Maq][Stf]		Human; Male;				"Starfleet observer" who helped U.S.S. Voyager track his former Maquis comrades in the Badlands. Talented pilot. Has a mercenary spirit.			SCIENCE Navigation x 2 Geology Biology Draw a card if stopped by an opponent's dilemma.
Tuvok (The Maquis)	Virtual_b02_OTF_Open_Warp	maquis_34V	Maquis	34 V	VOY		Personnel		Federation	SECURITY	7	9	9					<Maq>[Cmd][Maq]		Vulcan; Infiltrator; Male; Teacher;				Undercover Vulcan who infiltrated Chakotay's Maquis cell. Former archery teacher at the Vulcan Institute for Defensive Arts. Has three sons and a daughter.			SECURITY SCIENCE Navigation OFFICER Mindmeld DL/ {Learning Curve}
Bill Samuels	Virtual_b02_OTF_Open_Warp	maquis_35V	Maquis	35 V	DS9		Personnel		Non-Aligned	ENGINEER	3	7	6					[Maq][Stf]		Human; Male;				Maquis saboteur William Patrick Samuels was a farmer from Volan II. Covertly planted a protomatter implosion device aboard the Bok'Nor.			ENGINEER Astrophysics Stellar Cartography Treachery DL/ {Organized Terrorist Activities}
Brathaw	Virtual_b02_OTF_Open_Warp	maquis_36V	Maquis	36 V	DS9		Personnel		Non-Aligned	ENGINEER	7	6	4					[Cmd][Maq]		Bolian; Male;			S.S. Xhosa	Male Bolian engineer. Helped smuggle goods to the Maquis. First officer who often commanded the freighter S.S. Xhosa in Kasidy Yates' absence.			ENGINEER Acquisition Astrophysics Computer Skill Smuggling
Kalita (The Maquis)	Virtual_b02_OTF_Open_Warp	maquis_37V	Maquis	37 V	TNG	univ	Personnel		Non-Aligned	OFFICER	5	6	5					[Maq][Stf]		Human; Female;				Typical pilot in Macias' Maquis cell. Suspicious of everyone at first, but impressed by Ro Laren during a supply raid. Later worked with Thomas Riker.			OFFICER Astrophysics Biology Navigation
Kasidy Yates (The Maquis)	Virtual_b02_OTF_Open_Warp	maquis_38V	Maquis	38 V	DS9		Personnel		Non-Aligned	ENGINEER	5	6	5					[Cmd][Maq]		Human; Captain; Female;				Conflicted captain romantically involved with Benjamin Sisko. Served prison time for transporting medical supplies to the Maquis.		Benjamin Sisko	ENGINEER Leadership Navigation x 2 Transporter Skill Each other [Maq] personnel present is STRENGTH +2.
Kobb	Virtual_b02_OTF_Open_Warp	maquis_39V	Maquis	39 V	DS9	univ	Personnel		Non-Aligned	SCIENCE	5	6	4					[Maq]		Human; Female;				Representative of female colonists living on Volan III in 2370. Skilled administrator and colonial leader. Unlucky in love.			SCIENCE Diplomacy Law Leadership
M'Vil*	Virtual_b02_OTF_Open_Warp	maquis_40VA	Maquis	40 V	DS9	univ	Personnel		Klingon/Non-Aligned	MEDICAL	6	5	7					[Maq][Stf]		Klingon; Female;				One of many Klingons seeking glory outside the Klingon Empire. She sympathized with the grievances of the Maquis.			MEDICAL Archaeology Stellar Cartography Biology
Macias	Virtual_b02_OTF_Open_Warp	maquis_41V	Maquis	41 V	TNG		Personnel		Non-Aligned	CIVILIAN	8	7	4					[Maq]		Human; Male;				Grizzled leader of a Maquis cell. Former resident of Juhraya. Trusted Ro Laren despite Kalita's caution. Knows someone will take his place. Likes hasperat.			CIVILIAN Leadership MEDICAL Exobiology May exchange for a [Maq] personnel in your discard pile.
Quark (The Maquis)	Virtual_b02_OTF_Open_Warp	maquis_42V	Maquis	42 V	DS9		Personnel		Non-Aligned/Ferengi	CIVILIAN	4	8	3					[Maq]		Ferengi; Arms dealer; Male;				Intriguing Ferengi eager to please Sakonna. Became a temporary arms dealer to the Maquis.			CIVILIAN Acquisition Diplomacy Computer Skill If present with [Maq] Treachery, gains SECURITY, Computer Skill, Smuggling, and Biology.
Quark (The Maquis)*	Virtual_b02_OTF_Open_Warp	maquis_42VA	Maquis	42 V	DS9		Personnel		Ferengi/Non-Aligned	CIVILIAN	4	8	3					[Maq]		Ferengi; Arms dealer; Male;				Intriguing Ferengi eager to please Sakonna. Became a temporary arms dealer to the Maquis.			CIVILIAN Acquisition Diplomacy Computer Skill If present with [Maq] Treachery, gains SECURITY, Computer Skill, Smuggling, and Biology.
Rebecca Sullivan	Virtual_b02_OTF_Open_Warp	maquis_43V	Maquis	43 V	DS9		Personnel		Non-Aligned	MEDICAL	7	6	4					[Cmd][Maq]		Human; Female;				Resistance fighter. One of the few Maquis to survive Jem'Hadar attacks in 2373. Wife of Michael Eddington. Bluffed about a cloaked missile strike.		Michael Eddington	MEDICAL Biology Honor Music Astrophysics Geology
Reide	Virtual_b02_OTF_Open_Warp	maquis_44V	Maquis	44 V	DS9	univ	Personnel		Non-Aligned	CIVILIAN	5	6	6					[Maq][Stf]		Human; Male;				Demilitarized Zone colonist typical of those who joined the Maquis. Enjoys fishing. Believes his family has bad luck.			CIVILIAN Diplomacy Exobiology Physics
