Name	Set	ImageFile	Release	Info	Property	Uniqueness	Type	Mission/ Dilemma Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Quadrant	Span	Icons	Staff	Characteristics/ Keywords	Requires	Persona	Command	Lore	Reports	Names	Text
Photon Torpedo	Trad_OTF_Open_Warp	photontorpedo	bog	C	FC		Tactic					-1	-1								Akira Class;						Attack: 2. Defense: 2. ATTACK bonus +1 if you have an Akira-class ship firing. Hit = [Flip][Flip]. Direct hit = [Flip][Flip][Flip][Flip]. Hull: -35% Tactical panel overload: randomly kills one SECURITY or Computer Skill personnel (on a Nor, one personnel in {Security Office}).
Photonic Energy Being	Trad_OTF_Open_Warp	photonicenergybeing	borg	4 U	VOY		Dilemma	[S]										[2]						A noncorporeal life-form took hostages when another of its kind was unknowingly captured and experimented on by the Voyager crew. The Doctor ultimately negotiated their safe return.			Three crew members (random selection) are held with dilemma atop mission; discard all when countdown expires. Cure with [Holo] personnel OR Anthropology and Diplomacy.
Pi	Trad_OTF_Open_Warp	pi	premiere	R	TNG		Ship		Romulan	Scout Class	9	4	4						 	Romulan ship; Scout;				Ship suspected of attempting a covert mission to Galorndon Core in Federation territory.			
Picard Maneuver	Trad_Virtual_OTF_Open_Warp	Picard-Maneuver	bog	R	TNG		Tactic				-2		-2							Maneuver card;							Attack: 3. Defense: 0. If you initiated ship battle with your matching commander aboard your ship, it appears to be in two places at once and has a 50/50 chance to avoid all damage this battle. Hit = [Flip][Flip]. Direct hit = [Flip][Flip][Flip][Flip]. Hull: -20% EPS taps overloaded: Opponent may immediately download to this ship one {Plasma Fire} or {Warp Core Breach} (if possible).
Picard's Artificial Heart	Trad_OTF_Open_Warp	picardsartificialheart	faj	P	TNG		Q Artifact																	"You might have lived if you'd had a real one, instead of this unreliable piece of technology."			Immediately seed under this mission (even if a space mission). When mission completed (or scouted), owner places in hand until played as an Interrupt card, once per game, on any one personnel in play. That personnel dies whenever that personnel's STRENGTH is used. (May be nullified only by {Katherine Pulaski}, if present.)
Plague Planet	Trad_Virtual_OTF_Open_Warp	plagueplanet	qc	R			Mission	[P]	[FED][ROM][KLI]					30		Alpha	4			Asymmetric mission;				Investigate origin site of famous deadly plague.			MEDICAL + Biology + Archaeology If you solve, you automatically overcome {Plague Ship}s. Opponent's side: If you solve, all {Plague Ship}s score no points.
Plain, Simple Garak	Trad_OTF_Open_Warp	plainsimplegarak	ds9	R	DS9		Personnel		Cardassian	CIVILIAN	7	8	6					[Stf]		Cardassian; Duras-related; Male;		Elim Garak		Tailor. Merchant. Elim Garak is suspected of being a spy by his friend Julian Bashir. Raises Edosian orchids as a hobby. Haggled with the Sisters of Duras.			CIVILIAN Diplomacy Acquisition Biology May be replaced by another version at any time. *May be replaced by another version at any time.
Pla-Net	Trad_OTF_Open_Warp	pla-net	qc	C	TNG		Q Dilemma							-5						Q-related dilemma;				"Damn it all to Hell!"			Immediately choose whether or not to nullify the next seed card at this location. If you choose to nullify, lose points. Otherwise, if that seed card turns out to be a dilemma and it "stops," disables or puts in stasis any of your personnel, lose points.
Plans of the Obsidian Order	Trad_OTF_Open_Warp	plansoftheobsidianorder	ds9	R	DS9		Objective											[HA]			Cardassian espionage;						Seeds or plays on table. Wherever you have an Obsidian Order personnel in play, your Cardassian espionage cards play at any time (for free) and may not be nullified. Also, once each turn, you may discard one of your Cardassian espionage cards from hand or table, then draw one card. At any time you may discard this objective from table to download one Cardassian espionage card.
Plans of the Tal Shiar	Trad_OTF_Open_Warp	plansofthetalshiar	ds9	R	DS9		Objective											[HA]			Romulan espionage;						Seeds or plays on table. Wherever you have a Tal Shiar personnel in play, your Romulan espionage cards play at any time (for free) and may not be nullified. Also, once each turn, you may discard one of your Romulan espionage cards from hand or table, then draw one card. At any time you may discard this objective from table to download one Romulan espionage card.
Plasma Energy Burst	Trad_OTF_Open_Warp	plasmaenergyburst	roa	U	TNG		Tactic					-1	-1								D'Kora-class;						Attack: 0. Defense: 2. ATTACK bonus +4 and DEFENSE bonus +2 if you have a D'Kora-class ship firing. Hit = [Down][Flip][Flip]. Direct hit = [Down][Flip][Flip][Flip][Flip]. Otherwise, causes electromagnetic disruptions ([Down]). EM burst: until end of your next full turn, WEAPONS disabled and all ENGINEER-classification personnel are "stopped."
Plasma Fire	Trad_OTF_Open_Warp	plasmafire	premiere	C	TNG		Event																	Intensely hot combustion of ionized plasma gas. Dangerous fire which can destroy a ship.			Plays on any ship, except {Borg ship}. Fire damages ship at end of next turn and continues damaging each turn. SECURITY puts it out. Discard after use.
Plasma Torpedo	Trad_OTF_Open_Warp	plasmatorpedo	bog	C	TNG		Tactic				-1	-1	-2								Romulan ship;						Attack: 1. Defense: 2. ATTACK bonus +2 if you have a Romulan ship firing. Hit = [Flip][Flip]. Direct hit = [Flip][Flip][Flip][Flip]. Hull: -30% Casualties: randomly kills one personnel (on a Nor, one personnel at site of opponent's choice).
Plasmadyne Relay	Trad_OTF_Open_Warp	plasmadynerelay	qc	C	TNG		Equipment																	Device designed by Geordi La Forge to improve warp engine quantum efficiency. Wesley Crusher opined that it was obsolete and needed a subprocessor matrix overhaul.			While on a ship, RANGE and SHIELDS are +2. While at a station or outpost, SHIELDS are +4. (Cumulative.)
Plexing	Trad_OTF_Open_Warp	plexing	qc	C	TNG		Interrupt																	A Betazed relaxation method taught to Reginald Barclay by Deanna Troi. Stimulating a nerve cluster behind the ear releases natural endorphins and helps to reduce anxiety.			Nullifies {Empathic Echo} OR {Parallax Arguers} OR {Frame of Mind} OR {System-Wide Cascade Failure} OR {Thought Maker}. (May not be nullified.)
Plunder Site	Trad_Virtual_OTF_Open_Warp	plundersite	premiere	U			Mission	[P]	[ROM][KLI]					30		Alpha	2							Search ancient civilization site for treasures or artifacts.			Treachery + Archaeology + STRENGTH>30
Population 9 Billion - All Borg	Trad_OTF_Open_Warp	population9billionallborg	efc	P	FC		Incident											[BO][HA]									Seeds or plays on table. If your Borg have completed {Stop First Contact} (or {Build Interplexing Beacon}), place incident on {Earth}; you may download a {Borg outpost} there. Your [Bor] cards may subsequently report on Earth or to that outpost; and your subsequently completed [BO] objectives targeting missions in the Alpha Quadrant score double points.
Portal Guard	Trad_OTF_Open_Warp	portalguard	premiere	U	TNG		Dilemma	[P]																Portal 63 is the last remaining protector of the Tkon Empire, which went extinct 600,000 years ago. Challenges those who awaken him.			Unless at least one Away Team member has CUNNING>7 OR Honor, the entire Away Team must abort mission and beam up or die.
Post Garrison	Trad_OTF_Open_Warp	postgarrison	dom	U	DS9		Objective														Jem'Hadar;						Plays on any mission. Opponent may not attempt, scout or complete a [BO] objective targeting that mission, but may battle your cards at that location regardless of affiliation attack restrictions. If on a planet, objective nullified if you have fewer than three Jem'Hadar or SECURITY personnel on planet; otherwise, nullified if you have fewer than two staffed ships at that location.
Praetor Neral	Trad_OTF_Open_Warp	121praetorneral	ha	121 R+	DS9		Personnel		Romulan	V.I.P.	3	8	7					[Cmd]		Romulan; Male; Praetor; President;		Neral		Neral is the president of the Continuing Committee and Praetor of the glorious Romulan Star Empire. Has not aged well under the mantle of leadership.	Continuing Committee		V.I.P. Leadership x 2 Treachery Diplomacy Biology Adds SECURITY to each of your Tal Shiar personnel.
Prakesh	Trad_OTF_Open_Warp	prakesh	ds9	R	DS9		Ship		Cardassian	Galor Class	8	7	8						[Cmd][Stf] 	Cardassian ship; Tractor Beam; Warship;			Dukat	Type-3 Cardassian warship. Rescued the Detapa Council from Cardassia Prime just prior to the 2372 Klingon invasion. Commanded by Dukat.			Tractor Beam
Pralor Unit 3947	Trad_OTF_Open_Warp	108pralorunit3947	ha	108 U	VOY		Personnel		Non-Aligned	ENGINEER	5	7	10					(S>[DQ][Stf]		Android; Neuter;		Pralor Unit 3947		Automated Personnel Unit built by the Pralor. Found adrift in space by Voyager. Abducted B'Elanna Torres in the hopes she could build more androids of its kind.			ENGINEER Computer Skill Astrophysics Geology Navigation
Prefix Code Transmission	Trad_OTF_Open_Warp	024prefixcodetransmission	tmp	24 C	TWOK		Interrupt													Infiltration-related card;	Infiltrator;			Each starship is assigned a unique security code to prevent remote access to its vital systems. With knowledge of the code, a ship can be ordered to lower its own shields.			Plays on your ship when firing on a target that has a matching affiliation icon or that your infiltrator is aboard. Opposing DEFENSE total reduced by half (round down).
Preparation	Trad_OTF_Open_Warp	preparation	ds9	U	DS9		Interrupt																	Mission briefings with senior staff are important for information and planning. Lack of preparation can be costly in some instances.			Plays if you have personnel with four different classifications at a mission you have not attempted. Glance at bottom seed card. OR Nullifies {Lack of Preparation} (but still lose points).
Prepare Assault Teams	Trad_OTF_Open_Warp	prepareassaultteams	fc	U	FC		Objective											[4][HA]			hand weapon;						Plays on table. You may download to one of your crews or Away Teams one hand weapon. While in play, your SECURITY may function as leaders. Also, at start of personnel battle, you may split your cards into two assault teams (face down). Attacker chooses one team to participate in the battle. (The other team does not participate and is not "stopped.")
Prepare the Prisoner	Trad_OTF_Open_Warp	preparetheprisoner	bog	U	TNG		Objective											[HA]		Capturing-related card;	Capturing-related card;						Seeds or plays on table. Captives you {Brainwash} are not required to relocate to an outpost. Opponent's {Rescue Captives} card affects only captives at one location where opponent has a crew or Away Team (rescued personnel relocate to that crew or Away Team). Each turn, you may draw one card by placing one capturing-related card from your hand beneath your draw deck or discard pile.
Prevent Annihilation	Trad_Virtual_OTF_Open_Warp	preventannihilation	voy	93 U			Mission	[P]	[FED][NON][CAR]					40		Delta	4							Stop malfunctioning Cardassian warhead from attacking defenseless, highly populated planet.			ENGINEER x2 + Leadership x2 + Computer Skill x2 OR {B'Elanna Torres}
Primary Energy Weapon	Trad_OTF_Open_Warp	primaryenergyweapon	bog	C	FC		Tactic				-1	-2	-2								Borg ship;						Attack: 1. Defense: 2. ATTACK bonus +2 if you have a Borg ship firing. Hit = [Flip][Flip]. Direct hit = [Flip][Flip][Flip][Flip]. Hull: -30% Casualties: randomly kills one personnel (on a Nor, one personnel at site of opponent's choice).
Primary Supply Depot	Trad_Virtual_OTF_Open_Warp	Primary-Supply-Depot	dom	C	DS9	univ	Facility		Dominion	Outpost			30					[GQ]						Gamma quadrant space facility. Long-time source of ketracel-white for Jem'Hadar troops.			Seeds at any non-homeworld Gamma Quadrant mission. Your non-weapon equipment may seed aboard (limit three). Resets countdowns of {Ketracel-White} aboard. Does not repair ships.
Primitive Culture	Trad_OTF_Open_Warp	primitiveculture	fc	R	FC		Dilemma	[P]													Jem'Hadar; Klingon; Vorta; Vulcan;			First contact requires caution, subterfuge or force. Solkar's historic visit to Earth was peaceful, but Federation/Klingon contact in 2218 would ignite a century of hostilities.			To get past, requires 3 Vulcans OR Anthropology and CIVILIAN OR Vorta and 4 Jem'Hadar OR 2 Tal Shiar OR 2 Obsidian Order OR Acquisition and 2 Greed OR 6 Klingons OR 4 [Def] Borg.
Primitive Humanoids	Trad_OTF_Open_Warp	8primitivehumanoids	ha	8 C	VOY		Dilemma	[P]																Humanoids inhabiting a desolate planted captured Neelix and Kes while the two crewmen were searching for food. The cave-dwellers particularly like Kes' golden locks.			Unless 2 Leadership and Anthropology present, place two Away Team members (random selection) with dilemma atop mission until solved (or planet assimilated).
Prison Break	Trad_Virtual_OTF_Open_Warp	prisonbreak	voy	94 U			Mission	[S]	Any crew may attempt mission.					30		Delta	4							Locate secret alien prison facility and rescue wrongfully incarcerated crew members.			Diplomacy + Navigation + Computer Skill May seed up to two [DQ] personnel under here.
Prisoner Escort	Trad_OTF_Open_Warp	prisonerescort	bog	C	DS9		Interrupt							-5						Capturing-related card;	Brig;			Captured by a Hunter, Tosk was led through the corridors of Deep Space 9 to show that he had been apprehended - the ultimate humiliation for a Tosk.			Plays on a personnel you just captured. If you place captive in your Brig, its owner loses points (once per persona per game).
Prisoner Exchange	Trad_OTF_Open_Warp	prisonerexchange	bog	U	DS9		Incident											[HA]		Capturing-related card;							Seeds or plays on table. During your turn, you may release a personnel you hold captive (relocate to owner's ship or facility at same location). Release any or all of your own personnel held captive at that location (relocate them to your ship or facility there), or instead download any one personnel there; then discard incident.
Process Ore	Trad_OTF_Open_Warp	processore	ds9	U	DS9		Objective																				Plays on an {Ore Processing Unit}. Start of each turn, if you control this Nor at a planet location and you have a matching ENGINEER or SECURITY personnel unopposed here, you may "process ore." Discard one card from hand, place bottom card of discard pile beneath draw deck or out-of-play, then draw up to two cards.
Professor Honey Bare	Trad_OTF_Open_Warp	110professorhoneybare	ha	110 R+	DS9		Personnel		Non-Aligned	SCIENCE	5	9	4					[Holo]		Hologram; Capturing-related card; Dr. Noah-related personnel; Female; Professor; SA Julian Bashir-related personnel;		Jadzia Dax		Seismologist replaced by an image of Jadzia Dax. Built the lasers Dr. Noah planned to use to destroy the world. Romantically involved with Secret Agent Julian Bashir.		Secret Agent Julian Bashir	SCIENCE Geology Physics DL/ {Rescue Captives} May play {Volcanic Eruption} as an event at her location.
Professor Moriarty	Trad_OTF_Open_Warp	111professormoriarty	ha	111 R+	TNG		Personnel		Non-Aligned	CIVILIAN	5	12	5					[Holo]		Hologram; Male; Professor; Sherlock Holmes-related personnel;		Professor Moriarty		Sherlock Holmes' enemy. Accidentally made sentient in 2365. Built a simulation of the Enterprise and its crew.	War Council		CIVILIAN SCIENCE Leadership Computer Skill Treachery Once each turn, you may place an additional personnel under {Holoprogram: 221B Baker Street}.
Professor Sisko	Trad_OTF_Open_Warp	professorsisko	mm	105 R+	DS9		Personnel		Non-Aligned	SCIENCE	6	8	5					[KCA][MU][Stf][TE]		Human; Female; Professor;		Professor Sisko		Scientist who abandoned her work for the Alliance to join the Rebellion at the urging of Benjamin Sisko. Bonded with Jake, the son she would never have.		Benjamin Sisko;Jake	SCIENCE ENGINEER Astrophysics Physics {Any Sisko} may report where present (for free if Jake).
Promenade Shops	Trad_OTF_Open_Warp	promenadeshops	ds9	U			Site																				Non-Borg CIVILIAN personnel may report here regardless of affiliation. Any player who has a non-Borg personnel present may probe: [Event], [Interrupt], [Equipment]: Shopping. Draw probe card. [Objective], [Car], [Kli]: Brawl. Must immediately initiate a personnel battle (if opposed by non-Borg at this site). Any Nor: Promenade
Prot	Trad_OTF_Open_Warp	prot	mm	84 U	TNG		Personnel		Federation/Ferengi	OFFICER	6	6	5					[AU][Bar][Stf]		Ferengi; Male;		Prot		Ferengi ensign who manned the conn station in Barash's illusion. Riker thought him one of the few elements of the simulation he could get used to.		Barash;Riker	OFFICER Youth Archaeology Navigation Geology
Protect Shipment	Trad_Virtual_OTF_Open_Warp	protectshipment	dom	U			Mission	[S]	[FED][CAR][DOM]					35		Alpha	4							Guard medical shipments to colony suffering from outbreak of Rudellian plague.			Leadership + SECURITY x2 + MEDICAL + Honor + WEAPONS>9
Protection Racket	Trad_OTF_Open_Warp	protectionracket	roa	R	DS9		Incident											[4][HA]			Ferengi;						Seeds or plays on table. Once each turn, your Ferengi who has Treachery (or your non-Ferengi who has Treachery x2) may "threaten" (place incident on) any non-Borg personnel at this location. Make any request of opponent. Incident nullified if opponent complies. Threatened personnel loses first-listed skill and opponent must probe each turn: [Doorway], [*]: Assassin strikes. Threatened personnel killed.
Protouniverse	Trad_OTF_Open_Warp	protouniverse	ds9	R	DS9		Interrupt											[3]						An unknown anomaly brought from the Gamma Quadrant was actually a protouniverse in its early stages. Its growth would have destroyed DS9 had it not been returned to space.			Plays on {"Subspace Seaweed"}; ship or facility destroyed when countdown expires. Nullify with Astrophysics, SCIENCE and 2 ENGINEER aboard, but ship or facility damaged.
Pulse Disruptor	Trad_OTF_Open_Warp	pulsedisruptor	bog	C	TNG		Tactic				-2	-1	-1								Klingon ship;						Attack: 1. Defense: 2. ATTACK bonus +2 if you have a Klingon ship firing. Hit = [Flip][Flip]. Direct hit = [Flip][Flip][Flip][Flip]. Hull: -30% Casualties: randomly kills one personnel (on a Nor, one personnel at site of opponent's choice).
Pulse Phaser Cannons	Trad_OTF_Open_Warp	pulsephasercannons	bog	C	DS9		Tactic					-1	-1								Defiant Class; Tractor Beam;						Attack: 4. Defense: 1. ATTACK bonus +1 if you have a Defiant-class ship firing. Hit = [Flip][Flip]. Direct hit = [Flip][Flip][Flip][Flip]. Hull: -20% Tractor beam off line.
Punishment Box	Trad_OTF_Open_Warp	punishmentbox	ds9	U	DS9		Dilemma	[P]																Correctional technique used on Orellius. Colonists who commit crimes are imprisoned in the box to suffer from heat and dehydration.			Place on planet. Now and start of each mission attempt here, cannot get past unless one OFFICER is "placed in the box" ("stopped") until end of turn.
Punishment Zone	Trad_OTF_Open_Warp	punishmentzone	au	C	TNG		Dilemma	[P]						-5										On Rubicun III, mediators arrested Wesley Crusher when he fell into a garden. He was designated for death, which created a Prime Directive dilemma for Jean-Luc Picard.			One Away Team member (random selection) is killed OR beam up that personnel at a penalty. Double penalty if Federation.
"Pup"	Trad_OTF_Open_Warp	pup	ds9	R	DS9		Dilemma	[S]																An alien probe housing a playful software life-form exited the Bajoran wormhole in 2369. Miles O'Brien dubbed the program "Pup" after it disrupted computer systems to get attention.			Place on ship. Disables RANGE until start of your next turn; then WEAPONS until start of your next turn; then SHIELDS; then repeats. Nullify with 4 Computer Skill OR {any Miles}.
Purchase Moon	Trad_Virtual_OTF_Open_Warp	purchasemoon	roa	U			Mission	[P]	[FER]					10X		Alpha	4			Asymmetric mission;				Inspect and make offer on moon that just came on the market in this upscale sector.			Greed + Acquisition + Geology + Astrophysics + discard 1 to 4 {Gold-Pressed Latinum} (X = number discarded) Opponent's side: Greed + Acquisition + Geology + Astrophysics + discard 3 Gold-Pressed Latinum Points: [30]
Q	Trad_Virtual_OTF_Open_Warp	Q_a	premiere	R	TNG		Dilemma	[S/P]												Q-related dilemma;				Incorrigible, extra-dimensional member of the Q Continuum, a race of omnipotent beings. Q exhibits a child-like petulance and sense of playfulness.			Unless 2 Leadership and INTEGRITY>60, stops crew or Away Team. Discard dilemma.
Q Gets the Point	Trad_OTF_Open_Warp	qgetsthepoint	twt	9 C	TNG		Dilemma	[S/P]												Q-related dilemma;				Q, stripped of his powers, helped the U.S.S. Enterprise crew develop a plan to save Bre'el IV from destruction. Guinan used a simple serving fork to verify his claim of mortality.			To get past requires 2 Treachery or {Mortal Q}, but one such personnel (opponent's choice) is "forked" ("stopped") if opponent has {any Guinan} in play. Nullified by any Guinan.
Q the Referee	Trad_Virtual_OTF_Open_Warp	Q-the-Referee	twt	29 U	CCG		Incident											[HA][Ref]									Seeds or plays on table. Once each turn, you may play one [Ref] card for free OR discard (or place beneath draw deck) one of your [Ref] cards from hand or in play to draw a card. Also, you may suspend play while you download any other [Ref] card (ignoring {Computer Crash}), then discard incident.
Q2	Trad_Virtual_OTF_Open_Warp	Q2	premiere	U	TNG		Interrupt							0							Q-related dilemma;			Member of the Q who observed Q's act of self-sacrifice and re-instated him in the Q continuum.			Nullifies {Amanda Rogers} OR {Kevin Uxbridge} OR a [Q] icon dilemma OR a dilemma with the word "Q" in title.
Qapla'!	Trad_OTF_Open_Warp	qapla	faj	P			Interrupt													Klingon-related interrupt;	Klingon;			When threatened, fight. When in doubt, surprise them. Brute strength is not the most important asset in a fight. Real power is in the heart. A Klingon does not run away from his battles.			If an opponent attacks you, during that battle your Klingons with Honor add INTEGRITY to STRENGTH. (Not cumulative.)
Q-Flash	Trad_OTF_Open_Warp	qflash	qc	C	TNG		Doorway																				Place one atop Q-Continuum side deck during the seed phase. Q-Continuum is now open and in play. OR Seed under any mission like a dilemma. Any crew or Away Team encountering this Q-Flash must experience X cards from opponent's Q-Continuum, where X = the number of personnel present. OR Stock in deck and play to nullify one [Q] icon card.
Q-Net	Trad_OTF_Open_Warp	qnet	premiere	C	TNG		Event																	Q used an enormous forcefield grid in space to stop the U.S.S. Enterprise in 2364.			Plays between two adjacent spaceline locations. No ship may pass the Q-Net unless 2 Diplomacy aboard.
Q's Fantasy Women	Trad_Virtual_OTF_Open_Warp	Q's-Fantasy-Women	ha	124 C	TNG		Q Event							5							Male;			"My good fortune is your good fortune."			Plays on a male present (opponent's choice) until any {Q-Flash}. If he helps you solve a mission, opponent scores points. Discard event.
Q's Planet	Trad_Open_Warp	qsplanet	qc	U	TNG		Q Mission	[P]	Any Away Team may attempt mission.							Alpha	0							"This is the dressing for a game that we will play."			Any unique personnel Owner inserts anywhere on spaceline. Each player may place up to 3 seed cards here from hand, discard pile, or {Q's Tent}. Until solved, an additional 40 points are needed for any player to win. May also be stocked in Q's Tent. (May not be nullified. Not duplicatable.)
Q's Tent	Trad_OTF_Open_Warp	qstent	qc	C	TNG		Doorway																				Place one atop Q's Tent side deck (up to 13 different cards) during the seed phase. Q's Tent is now open and in play. OR Stock in deck and use as follows: Once per turn, play to take a card from tent into your hand, either your choice (discard doorway) or random selection (place doorway on top of your draw deck). Must show card to opponent. Draw no cards this turn.
Q's Vicious Animal Things	Trad_OTF_Open_Warp	qsviciousanimalthings	qc	U	TNG		Dilemma	[P]												Q-related dilemma;				Wearing Napoleonic uniforms and firing musket-shaped energy weapons, Q's creatures attacked William Riker and his away team. Worf gave them their colorful moniker.			Unless 22 < STRENGTH < 55, one Away Team member is killed (random selection) and opponent re-seeds dilemma under a different unsolved planet mission.
Q-Type Android	Trad_OTF_Open_Warp	qtypeandroid	twt	99 U	TNG		Q Dilemma													Android;	Android;			"Think fast, Commander Riker."			Opponent places dilemma on one Personnel card at this location, then chooses: All copies of that card become Q-type androids (STRENGTH +4) or, if already androids, become humans (STRENGTH -4). OR That card, unless Borg, seeds (relocates) under Q's Planet, if not solved; discard dilemma. (May be nullified only by {Mortal Q} or a version of the {William T. Riker} persona present.)
Qualor II Rendezvous	Trad_Virtual_OTF_Open_Warp	qualoriirendezvous	au	U			Mission	[P]	[NON]					30		Alpha	4							Rendezvous with nefarious merchants at squalid camp.			Treachery + Greed OR {Amarie} Aligned personnel on planet in stasis until mission solved.
Quandary	Trad_OTF_Open_Warp	125quandary	ha	125 C	TNG		Q Interrupt							-5										"It's so unlike you, Jean-Luc, to have a sense of humor. Especially about getting stabbed through the back... So if you had to do it all over again... ?"			"Restore" one personnel from your discard pile (there may not be a version of the same persona in play) and shuffle into crew or Away Team. Opponent then selects one personnel (random selection). If it is not "restored" personnel, discard it and lose points.
Quantum Fissure	Trad_OTF_Open_Warp	quantumfissure	mm	11 U	TNG		Dilemma	[S]																A fragile intersection of countless parallel realities. An attempt to scan one using a subspace differential pulse was interrupted by a Bajoran warship - with disastrous results.			To get past requires Astrophysics and Physics. Also, cannot get past if opponent has a ship here with two or more staffing icons that is staffed, undocked, and undamaged.
Quantum Singularity Lifeforms	Trad_OTF_Open_Warp	quantumsingularitylifeform	au	U	TNG		Dilemma	[S]										[AU]			Romulan ship;			Sentient dimensional beings whose young incubate in black holes. When nesting in a Romulan ship's artificial singularity engine, a frozen-time effect occurs.			If a Romulan ship present, all ships and personnel here are placed in stasis. Cure with {Emergency Transporter Armbands}, {Timepod Ring} or new ENGINEER arriving.
Quantum Slipstream Drive	Trad_OTF_Open_Warp	quantumslipstreamdrive	borg	22 C	VOY		Event																	Advanced technology that can propel a ship many times faster than warp drive. Though the Voyager crew never reliably adapted the system, the Think Tank still took interest in the theory.			Plays on your ship that has full RANGE available (for free if {U.S.S. Dauntless}). Move ship to end of another spaceline OR elsewhere on same spaceline. RANGE is used; discard event.
Quantum Torpedo	Trad_OTF_Open_Warp	quantumtorpedo	bog	C	FC		Tactic					-2	-2								Sovereign Class;						Attack: 5. Defense: 0. ATTACK bonus +1 if you have a Sovereign-class ship firing. Hit = [Flip][Flip]. Direct hit = [Flip][Flip][Flip][Flip]. Hull: -15% Sensors off line: crew cannot attempt space missions.
Quark	Trad_OTF_Open_Warp	quark	roa	R	DS9		Personnel		Ferengi	CIVILIAN	X	8	3					[Orb][Stf]		Ferengi; Bartender; Male;		Quark		Bartender and proprietor of Quark's Bar, Grill, Gaming House and Holosuite Arcade. Longtime nuisance to Odo.	Tower of Commerce, Quark's Bar	Odo	CIVILIAN Greed Treachery Smuggling Acquisition Anthropology Diplomacy X=2 or 7. Computer Skill x 2 DL/ {Small Cloaking Device}
Quark Son of Keldar	Trad_OTF_Open_Warp	quarksonofkeldar	bog	R	DS9		Personnel		Klingon/Ferengi	CIVILIAN	5	7	4					[Stf]		Ferengi; Male;		Quark		Quark wedded Grilka by brek'tal ritual to head the House of Kozak (as the House of Quark) on Qo'noS. The Ferengi saved his be'nal from financial ruin.	Tower of Commerce	Grilka	CIVILIAN Leadership Computer Skill x 2 Honor Greed Attributes all +3 if with {Grilka}.
Quark's Bar	Trad_OTF_Open_Warp	quarksbar	roa	R			Site														Bartender; Dabo Girl; Ferengi; Ferengi ship; Waiter;						{Morn} and Ferengi may report here. Once each turn, a bartender, a dabo girl, a waiter, {any Quark} or {any Rom} may report here for free (or download here in place of a normal card play; player draws no cards that turn). Any player who has Morn unopposed here may draw an additional card at end of each turn. Any player who kills any waiters or dabo girls here in battle must discard two cards for each. Ferengi ships may report, dock, undock and repair at this Nor. {Terok Nor} OR {Deep Space 9}: Promenade
Quark's Isolinear Rods	Trad_OTF_Open_Warp	quarksisolinearrods	roa	R	DS9		Incident											[1][HA]									Seeds or plays on table. You may ignore each opponent's {Computer Crash}. Also, you may nullify any or all cards preventing you from playing {Q's Tent} (discard incident after card taken from tent). Once per game, you may download to hand {Intermix Ratio}, {The Big Picture} or a non-OFFICER who has Computer Skill x2 (discard incident). Does not count down while you have {any Quark} in play.
Quark's Treasure	Trad_OTF_Open_Warp	quarkstreasure	roa	R	DS9		Ship		Ferengi	Shuttlecraft	9	3	4						 	Ferengi ship;			Quark;Gaila;	Briefly captained by Quark. Faster than a Romulan interceptor. A belated delivery from its former captain, Gaila, who had owed Quark a ship for some time.			
Quash Conspiracy	Trad_Virtual_OTF_Open_Warp	quashconspiracy	au	R			Mission	[S]	[ROM]					40		Alpha	3							Negate Vulcan underground operation here.			Tal Shiar + INTEGRITY<21 No ship-to-ship beaming at this location.
Queen's Borg Cube	Trad_Virtual_OTF_Open_Warp	Queen's-Borg-Cube	fc	R	FC		Ship		Borg	Borg Cube	9	24	24	50				[DQ]	[Borg][Borg][Borg][Com][Def][Nav][Nav] 	Borg ship; Tractor Beam;			Borg Queen	Identification: BORG CUBE Task: Assimilate human homeworld by direct attack, Earth date 2373. Borg Queen commands.			WEAPONS and SHIELDS +3 at {Earth}. Your equipment and Borg personnel may report aboard. Tractor Beam
Queen's Borg Sphere	Trad_OTF_Open_Warp	queensborgsphere	fc	R	FC		Ship		Borg	Borg Sphere	5	6	6	15				[DQ]	[Nav][Nav] 	Borg ship;	Borg cube;		Borg Queen	Identification: BORG SPHERE Task: Contingency for Borg Cube - Bombard Earth in the past; stop first contact. Borg Queen commands.			May be reported aboard, carried aboard and launched from any of your Borg cubes. DL/ {Temporal Vortex}
Quest for the Sword	Trad_Virtual_OTF_Open_Warp	questforthesword	dom	U			Mission	[P]	[KLI][CAR][FER]					40		Gamma	4							Search ancient vault for the Sword of Kahless and other artifacts plundered centuries ago.			Archaeology + SCIENCE + {any tricorder} + STRENGTH>32 + (Honor OR Treachery)
Quinn	Trad_OTF_Open_Warp	quinn	voy	74 R	VOY		Interrupt							-5										Member of the Q who felt immortal life had become futile, meaningless, and unendurable. Lobbied to be made mortal so he could commit suicide and upset the Continuum's status quo.			Thrice per game, nullifies an interrupt or event just played or revealed (even {a Treaty}), unless immune to {Kevin Uxbridge} or {Amanda Rogers}.
Rachel Garrett	Trad_OTF_Open_Warp	rachelgarrett	au	R	TNG		Personnel		Federation	OFFICER	9	7	5					[AU][Cmd]		Human; Captain; Female;		Rachel Garrett	U.S.S. Enterprise-C	Captain of U.S.S. Enterprise-C when it entered a temporal rift during the Battle of Narendra III in 2344. Ordered a return to the historic battle from 2366.			OFFICER Honor ENGINEER Leadership Diplomacy Astrophysics
