Name	Set	ImageFile	Release	Info	Property	Uniqueness	Type	Mission/ Dilemma Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Quadrant	Span	Icons	Staff	Characteristics/ Keywords	Requires	Persona	Command	Lore	Reports	Names	Text
Incoming Message - Klingon (Premiere Traditional)	Trad_Open_Warp	PT121	PT	121 TU	TNG		Interrupt													Klingon-related interrupt;	Klingon ship;			Messages and directives are sent, faster than light, on subspace radio signals amplified by networks of relay stations.			"Your ship must immediately return to the nearest Klingon outpost, full speed." Place on one Klingon ship until outpost reached, then discard.
Incoming Message - Romulan (Premiere Traditional)	Trad_Open_Warp	PT122	PT	122 TU	TNG		Interrupt														Romulan ship;			Messages and directives are sent, faster than light, on subspace radio signals amplified by networks of relay stations.			"Your ship must immediately return to the nearest Romulan outpost, full speed." Place on one Romulan ship until outpost reached, then discard.
Interphase Generator (Premiere Traditional)	Trad_Open_Warp	PT3	PT	3 TR	TNG		Artifact													Equipment-artifacts;				Experimental Romulan device that both cloaks and phases matter, allowing it to pass through normal matter.			Use as Equipment card. Nullifies {Chalnoths}, {Archers}, {Rebels}, {Impassable Doors}, {Phased Matter}, {Crystalline Entities}, {Armus}, and {Nausicaans}.
Investigate "Shattered Space" (Premiere Traditional)	Trad_Open_Warp	PT164	PT	164 TR			Mission	[S]	[ROM]					45	Neutral Zone Region	Alpha	5			Neutral Zone Region;	Neutral Zone Region;			Study fragments of distorted space/time reported in this sector.			Leadership + Computer Skill + Astrophysics x2 + Stellar Cartography
Investigate Alien Probe (Premiere Traditional)	Trad_Open_Warp	PT165	PT	165 TR			Mission	[S]	[KLI]					40		Alpha	2							Study and evaluate mysterious probe sighted in this sector.			Anthropology + Biology + Computer Skill
Investigate Anomaly (Premiere Traditional)	Trad_Open_Warp	PT166	PT	166 TC			Mission	[S]	[FED][ROM][KLI]					30		Alpha	4							Trace radiation anomalies reported at this location.			Exobiology + STRENGTH>35
Investigate Disappearance (Premiere Traditional)	Trad_Open_Warp	PT167	PT	167 TR			Mission	[S]	[FED]					35		Alpha	5							Trace disappearance of a medical transport ship.			Physics + Navigation + CUNNING>40 OR Astrophysics x3
Investigate Disturbance (Premiere Traditional)	Trad_Open_Warp	PT168	PT	168 TR			Mission	[P]	[KLI]					35		Alpha	4							Investigate disturbance at Boreth monastery.			Honor + Leadership + INTEGRITY>30 OR {Gowron} + Biology
Investigate Massacre (Premiere Traditional)	Trad_Open_Warp	PT169	PT	169 TR			Mission	[P]	[FED][ROM]					35		Alpha	3							Initiate investigation into destruction of distant outpost.			Diplomacy + INTEGRITY>35 + CUNNING>35
Investigate Raid (Premiere Traditional)	Trad_Open_Warp	PT170	PT	170 TR			Mission	[P]	[ROM]					35		Alpha	2							Investigate report of Borg attack.			Exobiology + Diplomacy
Investigate Rogue Comet (Premiere Traditional)	Trad_Open_Warp	PT171	PT	171 TR			Mission	[S]	[FED]					30		Alpha	3							Study unusual rogue comet sighted in this sector.			Archaeology + Exobiology + Computer Skill
Investigate Sighting (Premiere Traditional)	Trad_Open_Warp	PT172	PT	172 TR			Mission	[S]	[FED][ROM]					35		Alpha	4							Investigate sighting of Gomtuu, an interstellar creature code-named, Tin Man.			Empathy x3 OR Treachery + Exobiology + CUNNING>40
Investigate Time Continuum (Premiere Traditional)	Trad_Open_Warp	PT173	PT	173 TR			Mission	[P]	[FED]					35		Alpha	3							Trace mysterious time-traveling aliens living in a parallel time continuum.			{Guinan} OR {Data} OR {Time Travel Pod}
Ishara Yar (Premiere Traditional)	Trad_Open_Warp	PT298	PT	298 TU	TNG		Personnel		Non-Aligned	CIVILIAN	3	7	8					[Stf]		Human; Female; Support Personnel; U.S.S. Enterprise-related personnel;				Sister of Lieutenant Natasha Yar. Once betrayed the U.S.S. Enterprise crew in an attempt to aid the rebels on Turkana IV.	War Council	U.S.S. Enterprise	CIVILIAN Treachery Youth
Jaglom Shrek - Information Broker (Premiere Traditional)	Trad_Open_Warp	PT123	PT	123 TR	TNG		Interrupt																	Yridian dealer of information who uncovered the Romulan prison camp in the Carraya system.			Look at opponent's draw deck for twenty seconds, then replace unshuffled.
Jean-Luc Picard (Premiere Traditional)	Trad_Open_Warp	PT215	PT	215 TR	TNG		Personnel		Federation	OFFICER	9	8	6					[Cmd]		Human; Captain; Male; U.S.S. Enterprise-related personnel;			U.S.S. Enterprise	Captain Jean-Luc Picard of the U.S.S. Enterprise. Born in LaBarre, France. Has an artificial heart. Reads Shakespeare. Something of a Renaissance man.			OFFICER Diplomacy x 2 Leadership Honor Archaeology Navigation Music
Jenna D'Sora (Premiere Traditional)	Trad_Open_Warp	PT216	PT	216 TU	TNG		Personnel		Federation	SECURITY	7	6	5					[Stf]		Human; Female; Support Personnel;				Lieutenant Jenna D'Sora had a brief, unsuccessful romantic relationship with Lt. Commander Data. Wooed by crystillia flowers from Telemarius III.		Lt. Commander Data	SECURITY Stellar Cartography Music
Jo'Bril (Premiere Traditional)	Trad_Open_Warp	PT299	PT	299 TU	TNG		Personnel		Non-Aligned	SCIENCE	3	8	7					[Cmd]		Takaran; Male; Metaphasic Shield-related personnel;				Takaran male. Attempted to steal Dr. Reyga's metaphasic shield technology to claim as his own.		Dr. Reyga	SCIENCE Treachery Astrophysics Physics Greed
Kahless (Premiere Traditional)	Trad_Open_Warp	PT267	PT	267 TR	TNG		Personnel		Klingon	V.I.P.	10	6	8					[Cmd]		Klingon; Emperor; Male; Mission Specialist;				Cloned reincarnation of Klingon spiritual leader Kahless the Unforgettable. Installed as ceremonial Emperor in 2369.	The Great Hall		V.I.P. Honor x 2
Kareel Odan (Premiere Traditional)	Trad_Open_Warp	PT218	PT	218 TU	TNG		Personnel		Federation	V.I.P.	9	7	4							Trill; Ambassador; Female; Support Personnel; Trill with symbiont;				Famous Trill Ambassador Kareel Odan. Romantically involved with Dr. Beverly Crusher. Symbiont transplant from male to female host in 2367.	Office of the President	Dr. Beverly Cr	V.I.P. Diplomacy Computer Skill
Kargan (Premiere Traditional)	Trad_Open_Warp	PT268	PT	268 TR	TNG		Personnel		Klingon	OFFICER	7	5	9					[Cmd]		Klingon; Captain; I.K.S. Pagh-related personnel; Male; Support Personnel;			I.K.C. Pagh	Captain of the I.K.C. Pagh when Commander William T. Riker served as an exchange officer.		Commander William T. Riker	OFFICER Honor Computer Skill
K'Ehleyr (Premiere Traditional)	Trad_Open_Warp	PT217	PT	217 TR	TNG		Personnel		Federation	V.I.P.	8	7	7					[Stf]		Klingon/Human; Ambassador; Female; Support Personnel;				1/2 Klingon, 1/2 Human female. Federation Ambassador to the K'mpec government. Mate of Lieutenant Worf. Mother of Alexander.	Office of the President	Lieutenant Worf;Alexander;K'mpec	V.I.P. Diplomacy Honor
Kell (Premiere Traditional)	Trad_Open_Warp	PT269	PT	269 TU	TNG		Personnel		Klingon	V.I.P.	2	6	5							Klingon; High Council; Male; Mission Specialist;				Male High Council emissary. Covert Romulan agent. Attempted to use Lt. Commander Geordi La Forge to assassinate Klingon Governor Vagh.	The Great Hall	Lt. Commander Geordi La Forge;Governor Vagh	V.I.P. Treachery
Kevin Uxbridge (Premiere Traditional)	Trad_Open_Warp	PT124	PT	124 TU	TNG		Interrupt																	Immortal omnipotent being called a Douwd. Lived secretly as a human. Took a human wife who was killed by the Husnocks at Delta Rana IV.			Nullifies any one Event card in play (except for {Treaty} cards) OR any other card played as an Event card.
Khazara (Premiere Traditional)	Trad_Open_Warp	PT360	PT	360 TR	TNG		Ship		Romulan	D'deridex Class	9	9	7						[Cmd][Stf][Stf] 	Cloaking Device; Romulan ship; Tractor Beam;			Commander Toreth	Commander Toreth's Warbird. Covertly used by N'Vek and Counselor Deanna Troi to accomplish the defection of Vice-Proconsul M'ret in 2369.		N'Vek;Counselor Deanna Troi;M'ret	Cloaking Device, Tractor Beam
Khitomer Research (Premiere Traditional)	Trad_Open_Warp	PT174	PT	174 TR			Mission	[P]	[ROM][KLI]					35		Alpha	4							Reopen investigation into Khitomer massacre.			Honor x3 + Computer Skill + Treachery
Kivas Fajo - Collector (Premiere Traditional)	Trad_Open_Warp	PT79	PT	79 TU	TNG		Event																	Treacherous collector of rare one-of-a-kind antiquities. Once tried to add Lt. Commander Data to his collection.			Choose any player to immediately draw three new cards from the top of their draw deck. Discard event after use.
Klingon Death Yell (Premiere Traditional)	Trad_Open_Warp	PT125	PT	125 TR	TNG		Interrupt							5						Klingon-related interrupt;	Klingon;			Warning for the dead to beware; a Klingon warrior is about to arrive. In Klingon myth, killed warriors with honor go to Sto-Vo-Kor. Dishonored dead go to Gre'thor.			Plays on any just killed Klingon with Honor. Yell to warn the dead and earn bonus points. May play only one death yell for each such Klingon.
Klingon Disruptor (Premiere Traditional)	Trad_Open_Warp	PT58	PT	58 TC	TNG		Equipment													disruptor; hand weapon; Klingon-related Equipment;	Klingon;			Phase-disruptor used by Klingons and other races. Similar to a phaser.			Klingon and Non-Aligned use only. Each of your personnel STRENGTH +2 where present. (Cumulative.)
Klingon Outpost (Premiere Traditional)	Trad_Open_Warp	PT105	PT	105 TC	TNG	univ	Facility		Klingon	Outpost			32								Klingon;			The Klingon Homeworld is Qo'noS. The Klingon Empire establishes outposts throughout its territory.			Seed one OR build where you have a Klingon ENGINEER.
Klingon PADD (Premiere Traditional)	Trad_Open_Warp	PT59	PT	59 TC	TNG		Equipment													Klingon-related Equipment;	Klingon;			Standard Klingon Personal Access Display Device for computerized information.			Klingon use only. Each of your personnel CUNNING +2 where present. (Cumulative.)
Klingon Right of Vengeance (Premiere Traditional)	Trad_Open_Warp	PT126	PT	126 TC	TNG		Interrupt													Klingon-related interrupt;	Klingon;			Under Klingon law, Lieutenant Worf claimed right of vengeance against Duras in 2367.			If any Klingon is killed in an away team battle, all other Klingons present may immediately re-attack with double STRENGTH.
K'mpec (Premiere Traditional)	Trad_Open_Warp	PT263	PT	263 TU	TNG		Personnel		Klingon	V.I.P.	7	8	5					[Cmd]		Klingon; High Council; High Council Leader; Male; Support Personnel;				Klingon High Council Leader prior to Gowron. Appointed Jean-Luc Picard as Arbiter of Succession in 2367.	The Great Hall	Jean-Luc Picard	V.I.P. Leadership Diplomacy
Konmel (Premiere Traditional)	Trad_Open_Warp	PT272	PT	272 TU	TNG		Personnel		Klingon	OFFICER	8	5	8					[Stf]		Klingon; Male; Mission Specialist;				Klingon warrior who destroyed the cruiser T'Acog and hijacked the Talarian ship, Batris, with Korris.		T'Acog;Korris;Batris	OFFICER Navigation
Koral (Premiere Traditional)	Trad_Open_Warp	PT273	PT	273 TU	TNG		Personnel		Klingon	CIVILIAN	3	4	10					[Cmd]		Klingon; Captain; Male; Support Personnel;				Tall Klingon male. Captain of a shuttle who traded with mercenaries in 2370.			CIVILIAN Navigation Archaeology
Koroth (Premiere Traditional)	Trad_Open_Warp	PT274	PT	274 TU	TNG		Personnel		Klingon	SCIENCE	8	6	6							Klingon; Male;				Klingon high cleric at Boreth Monastery. Responsible for cloning Kahless the Unforgettable in 2369.		Kahless	SCIENCE Biology Archaeology Anthropology
Korris (Premiere Traditional)	Trad_Open_Warp	PT275	PT	275 TU	TNG		Personnel		Klingon	OFFICER	8	6	8					[Cmd]		Klingon; Male; Mission Specialist;				Klingon warrior who destroyed the cruiser T'Acog and hijacked the Talarian ship, Batris, with Konmel.		T'Acog;Batris;Konmel	OFFICER Honor
Krios Suppression (Premiere Traditional)	Trad_Open_Warp	PT175	PT	175 TU			Mission	[P]	[KLI]					30		Alpha	2							Aid suppression of warring factions.			Honor + Diplomacy + STRENGTH>35
K'Tal (Premiere Traditional)	Trad_Open_Warp	PT264	PT	264 TU	TNG		Personnel		Klingon	V.I.P.	7	5	5							Klingon; High Council; Male; Mission Specialist;				Senior member of the Klingon High Council. Presided over the installation of Gowron as head of the council in 2367.	The Great Hall		V.I.P. Diplomacy
Ktarian Game (Premiere Traditional)	Trad_Open_Warp	PT31	PT	31 TR	TNG		Dilemma	[S]													Android;			Psychotropically, mesmerizingly addictive game device. One by one, its players are made susceptible to complete mental control.			Place on ship. Now and start of each of your turns, one person aboard (random selection) is disabled. Cured when non-disabled CUNNING>30 OR android aboard.
Kurak (Premiere Traditional)	Trad_Open_Warp	PT277	PT	277 TR	TNG		Personnel		Klingon	SCIENCE	6	7	6					[Stf]		Klingon; Female; Metaphasic Shield-related personnel;				Famed female Klingon scientist and warp-field specialist who evaluated the metaphasic shield.			SCIENCE Astrophysics Computer Skill Physics Honor
Kurlan Naiskos (Premiere Traditional)	Trad_Open_Warp	PT4	PT	4 TR	TNG		Artifact																	Statues which open to reveal a multitude of similar but smaller figurines inside, representing the belief that each person is a community of individual voices and desires.			Place in hand until played on any ship as an Event card. If ship has all 7 personnel types aboard, its RANGE, WEAPONS and SHIELDS are tripled. (Not cumulative.)
Kurn (Premiere Traditional)	Trad_Open_Warp	PT278	PT	278 TR	TNG		Personnel		Klingon	OFFICER	8	6	8					[Cmd]		Klingon; High Council; Male;				Son of Mogh. Brother of Lieutenant Worf. Member of the Klingon High Council.	The Great Hall	Lieutenant Worf	OFFICER Honor Computer Skill Navigation Diplomacy
K'Vada (Premiere Traditional)	Trad_Open_Warp	PT266	PT	266 TU	TNG		Personnel		Klingon	OFFICER	8	5	7					[Cmd]		Klingon; Captain; Male; Support Personnel;				Captain K'Vada transported Captain Jean-Luc Picard and Lt. Commander Data on an undercover mission to Romulus.		Captain Jean-Luc Picard;Lt. Commander Data	OFFICER Leadership Navigation
Leah Brahms (Premiere Traditional)	Trad_Open_Warp	PT219	PT	219 TR	TNG		Personnel		Federation	ENGINEER	8	9	3					[Stf]		Human; Female; Mission Specialist;				Dr. Leah Brahms was responsible for much of the warp engine design for Galaxy-class starships.			ENGINEER ENGINEER
Life-form Scan (Premiere Traditional)	Trad_Open_Warp	PT127	PT	127 TU	TNG		Interrupt																	A special form of sensor scan capable of detecting life-forms on planets or in space.			Glance at the cards in your opponent's hand for ten seconds.
L'Kor (Premiere Traditional)	Trad_Open_Warp	PT279	PT	279 TU	TNG		Personnel		Klingon	CIVILIAN	7	6	7					[Cmd]		Klingon; Male; Support Personnel;				Klingon warrior. Believed killed at Khitomer massacre. Actually held prisoner by Romulans in Carraya system.			CIVILIAN Leadership Music
Long-Range Scan (Premiere Traditional)	Trad_Open_Warp	PT128	PT	128 TC	TNG		Interrupt																	Detects ships and phenomena at interstellar distances using ship sensors.			Glance at the cards aboard any ship for ten seconds.
Lore Returns (Premiere Traditional)	Trad_Open_Warp	PT80	PT	80 TR	TNG		Event																	Data's charismatic android brother. Identical except has more emotional ability. Had a negative effect on Data. Became Borg leader known as The One.			Plays where {Rogue Borg} have eliminated a ship's crew. With Lore, your {Rogue Borg} may now use ship to attack ships and/or beam to battle Away Teams.
Lore's Fingernail (Premiere Traditional)	Trad_Open_Warp	PT81	PT	81 TR	TNG		Event														Soong-type android;			Circuitry in Lore's finger was used to control and manipulate Lt. Commander Data with emotions.			Plays on table. While in play, all Soong-type androids (including Lt. Cmdr. {Data}) and {Exocomps} lose their affiliation and are non-aligned personnel.
Loss of Orbital Stability (Premiere Traditional)	Trad_Open_Warp	PT129	PT	129 TC	TNG		Interrupt																	If a ship's orbit decays, it can be drawn toward a planet and burn out in its atmosphere.			Plays on any ship at a planet location. Ship can't move for one turn. Also, ship is destroyed at end of next turn unless SHIELDS>4. Discard after use.
Lursa (Premiere Traditional)	Trad_Open_Warp	PT280	PT	280 TR	TNG		Personnel		Klingon	V.I.P.	2	8	8					[Cmd]		Klingon; Duras-related; Female;				Elder of the two Duras sisters. Plotted with Romulan Sela to start the Klingon Civil War of 2367-68.		Sela	V.I.P. Treachery Leadership Geology Greed
Lwaxana Troi (Premiere Traditional)	Trad_Open_Warp	PT221	PT	221 TR	TNG		Personnel		Federation	V.I.P.	7	8	3							Betazoid; Female; Mission Specialist;				Betazoid mother of Deanna Troi. Daughter of the Fifth House, Holder of the Sacred Chalice of Rixx, Heir to the Holy Rings of Betazed.		Deanna Troi	V.I.P. Empathy x 2
Male's Love Interest (Premiere Traditional)	Trad_Open_Warp	PT32	PT	32 TC	TNG		Dilemma	[P]												male-related dilemma;	Male;			One of the many beautiful women who reside on the paradise planet of Risa.			Male Away Team member (random selection) runs off with lover to furthest planet, where she remains. Can be rescued later. Discard dilemma.
Masaka Transformations (Premiere Traditional)	Trad_Open_Warp	PT82	PT	82 TU	TNG		Event																	Masaka attempted to transform the U.S.S. Enterprise into an ancient temple and grounds by rearranging its matter.			Plays on any player. That player must shuffle entire hand, place on bottom of draw deck, then draw the same number of cards from the top. Discard event after use.
Matriarchal Society (Premiere Traditional)	Trad_Open_Warp	PT33	PT	33 TU	TNG		Dilemma	[P]												female-related dilemma;	Female;			The planet Angel One was dominated by its women who were intolerant of dealing with men.			Cannot get past unless at least two female Away Team members are present.
Medical Kit (Premiere Traditional)	Trad_Open_Warp	PT60	PT	60 TC	TNG		Equipment													MEDICAL-related equipment;				Representative of specialized medical equipment. Such equipment has been developed by many races.			Gives all of your OFFICER-classification personnel the extra skill of MEDICAL where present.
Medical Relief (Premiere Traditional)	Trad_Open_Warp	PT176	PT	176 TR			Mission	[P]	[KLI]					35		Alpha	3							Respond to reported medical emergency.			Biology + Exobiology + MEDICAL
Medical Tricorder (Premiere Traditional)	Trad_Open_Warp	PT61	PT	61 TC	TNG		Equipment													MEDICAL-related equipment; SCIENCE-related equipment;				Representative of a specialized tricorder optimized for medical use. Such equipment has been developed by many races.			Gives all of your SCIENCE-classification personnel the extra skill of MEDICAL where present.
Mendak (Premiere Traditional)	Trad_Open_Warp	PT309	PT	309 TR	TNG		Personnel		Romulan	OFFICER	4	7	7					[Cmd]		Romulan; Male; Support Personnel;				Commander of the warbird Devoras. Aided the escape of Romulan operative Selok from the Federation.		Selok	OFFICER Treachery Exobiology
Menthar Booby Trap (Premiere Traditional)	Trad_Open_Warp	PT34	PT	34 TC	TNG		Dilemma	[S]												MEDICAL-related dilemma;				Relic from ancient Menthar-Promellian war. Aceton assimilators trap passing ships, drain power, then emit deadly radiation.			Place on ship; it cannot move. Unless MEDICAL present, one crew member killed (random selection). Cure with 2 ENGINEER.
Metaphasic Shields (Premiere Traditional)	Trad_Open_Warp	PT83	PT	83 TU	TNG		Event																	Revolutionary shields using overlapping subspace fields. Invented by Ferengi Dr. Reyga.			Plays on your ship. New technology enhances each of your ship's SHIELDS +2 for each SCIENCE aboard. (Cumulative.)
Microbiotic Colony (Premiere Traditional)	Trad_Open_Warp	PT35	PT	35 TC	TNG		Dilemma	[S]												SCIENCE-related dilemma;				Rare subatomic spaceborne life-form that can cause severe damage to a starship's hull.			Ship damaged unless SCIENCE, ENGINEER and OFFICER aboard. Discard dilemma.
Microvirus (Premiere Traditional)	Trad_Open_Warp	PT36	PT	36 TC	TNG		Dilemma	[P]						5						MEDICAL-related dilemma; Virus-related dilemma;				Genetic weapon designed to attack humanoids who have specific DNA sequences.			Kills one Away Team member (opponent's choice), unless MEDICAL and SECURITY present. Discard dilemma.
Mirok (Premiere Traditional)	Trad_Open_Warp	PT310	PT	310 TU	TNG		Personnel		Romulan	SCIENCE	3	8	7					[Stf]		Romulan; Male;				Scientist in charge of developing and testing the interphase generator in 2368.			SCIENCE ENGINEER Astrophysics Physics
Nagilum (Premiere Traditional)	Trad_Open_Warp	PT37	PT	37 TR	TNG		Dilemma	[S]						5										Extra-dimensional entity willing to kill in order to understand the concept of mortality.			Half of crew is killed (random selection, round down) unless 3 Diplomacy OR STRENGTH>40 aboard. Discard dilemma.
Nanites (Premiere Traditional)	Trad_Open_Warp	PT38	PT	38 TU	TNG		Dilemma	[S]						5						SCIENCE-related dilemma;				Originally, submicroscopic robots used for medical therapy. Now, self-replicating sentient life-forms who can disable computer systems.			Damages afflicted ship unless 2 SCIENCE OR Diplomacy present. Discard Dilemma.
Nausicaans (Premiere Traditional)	Trad_Open_Warp	PT39	PT	39 TU	TNG		Dilemma	[P]																Tall humanoid species with a quick temper. A Nausicaan once stabbed Jean-Luc Picard through the heart with a knife.			Three Nausicaans pick a fight. One Away Team member is killed (random selection) unless STRENGTH>44. Discard dilemma.
Near-Warp Transport (Premiere Traditional)	Trad_Open_Warp	PT130	PT	130 TU	TNG		Interrupt																	Physically disconcerting transport at high-speed.			Allows beaming from ship to a neighboring spaceline location. Transport a maximum of six of your personnel and/or your equipment.
Neela Daren (Premiere Traditional)	Trad_Open_Warp	PT226	PT	226 TR	TNG		Personnel		Federation	SCIENCE	8	8	5					[Stf]		Human; Female;				Lt. Commander Neela Daren is a specialist in stellar cartography. Accomplished pianist. Romantically involved with Captain Jean-Luc Picard.		Captain Jean-Luc Picard	SCIENCE Astrophysics Stellar Cartography Music
Neral (Premiere Traditional)	Trad_Open_Warp	PT313	PT	313 TU	TNG		Personnel		Romulan	V.I.P.	4	7	7							Romulan; Male; Proconsul; Support Personnel;				Proconsul Neral of the Romulan Senate plotted with Sela and Pardek to invade Vulcan.	Office of the Proconsul, Continuing Committee	Sela;Pardek	V.I.P. Treachery Youth
Neural Servo Device (Premiere Traditional)	Trad_Open_Warp	PT84	PT	84 TU	TNG		Event																	Device which can be used to control a crew by activating pain causing implants.			Plays on any non-aligned ship. Unless 2 SECURITY aboard, use ship and crew for one turn as your own. Discard event.
New Contact (Premiere Traditional)	Trad_Open_Warp	PT177	PT	177 TR			Mission	[P]	[ROM][KLI]					40		Alpha	4							Seek contact with advanced civilization at this distant planet.			Diplomacy + Leadership + Empathy + Anthropology
Nikolai Rozhenko (Premiere Traditional)	Trad_Open_Warp	PT227	PT	227 TU	TNG		Personnel		Federation	CIVILIAN	3	7	4					[Stf]		Human; Male;				Lieutenant Worf's human foster brother. Son of Sergey and Helena Rozhenko.		Lieutenant Worf;Sergey;Helena Rozhenko;Sergey and Helena	CIVILIAN Anthropology Computer Skill Treachery
Nitrium Metal Parasites (Premiere Traditional)	Trad_Open_Warp	PT40	PT	40 TU	TNG		Dilemma	[S]												SCIENCE-related dilemma;				Microscopic life-forms that normally live in asteroids but can infest and damage ships by ingesting nitrium.			Place on ship. Ship can still move, but is destroyed at the end of the second full turn unless 2 SCIENCE OR 2 ENGINEER aboard by that time.
Norah Satie (Premiere Traditional)	Trad_Open_Warp	PT228	PT	228 TU	TNG		Personnel		Federation	V.I.P.	9	6	2					[Cmd]		Human; Admiral; Female; Mission Specialist; U.S.S. Enterprise-related personnel;				Admiral Norah Satie assigned Captain Jean-Luc Picard to the U.S.S. Enterprise. Zealous investigator who exposed the alien conspiracy of 2364.	Office of the President	Captain Jean-Luc Picard;U.S.S. Enterprise	V.I.P. Leadership
Nu'Daq (Premiere Traditional)	Trad_Open_Warp	PT282	PT	282 TU	TNG		Personnel		Klingon	OFFICER	8	5	8					[Cmd]		Klingon; Captain; Male;			I.K.C. Maht-H'a	Captain of the I.K.C. Maht-H'a. Pursued DNA program in 2369.			OFFICER Archaeology Navigation Exobiology
Null Space (Premiere Traditional)	Trad_Open_Warp	PT41	PT	41 TU	TNG		Dilemma	[S]						5										A rare, invisible pocket of space caused by turbulence during star formation. Absorbs all energy.			Ship hits null space turbulence and is damaged unless 2 Navigation aboard. Discard dilemma.
Nutational Shields (Premiere Traditional)	Trad_Open_Warp	PT85	PT	85 TU	TNG		Event																	Nutation adjusts the shield frequency phase rotation, thereby increasing shield efficiency. Used against the Borg in 2367.			Plays on your ship. New technology enhances each oof your ship's SHIELDS +2 for each ENGINEER aboard. (Cumulative.)
N'Vek (Premiere Traditional)	Trad_Open_Warp	PT312	PT	312 TU	TNG		Personnel		Romulan	SCIENCE	6	8	8					[Cmd]		Romulan; Male; Romulan underground;				Member of the Romulan underground. Spearheaded defection of Vice-Proconsul M'ret to the Federation.			SCIENCE Honor Biology Computer Skill
Palor Toff: Alien Trader (Premiere Traditional)	Trad_Open_Warp	PT131	PT	131 TC	TNG		Interrupt																	Rich merchant and trader from an unknown race. Friend of Kivas Fajo. Snappy dresser.			Exchange this card for any non-Personnel card in your discard pile.
Pardek (Premiere Traditional)	Trad_Open_Warp	PT315	PT	315 TU	TNG		Personnel		Romulan	V.I.P.	4	8	6							Romulan; Male; Senator; Support Personnel;				Male senator from the Krocton Segment of Romulus. Delegate at the 2293 Khitomer conference. Betrayer of Spock.	Office of the Proconsul	Spock	V.I.P. Diplomacy x 2 Treachery
Parem (Premiere Traditional)	Trad_Open_Warp	PT316	PT	316 TU	TNG		Personnel		Romulan	OFFICER	4	8	9					[Stf]		Romulan; Male; Mission Specialist;				Romulan officer accidently phased by interphase generator experiment.			OFFICER Treachery
Particle Fountain (Premiere Traditional)	Trad_Open_Warp	PT132	PT	132 TC	TNG		Interrupt							5										Experimental orbital station built by Dr. Farallon for mining a planet from space. Rumored to be effective for atmospheric depletion.			If 2 ENGINEER present in Away Team, play particle fountain (maximum of one) on just completed planet mission for bonus points.
Pattern Enhancers (Premiere Traditional)	Trad_Open_Warp	PT86	PT	86 TC	TNG		Event																	Devices which amplify transporter signals to enhance transporter beam power in hazardous areas.			Plays on table. Allows your personnel and equipment unlimited beaming through {atmospheric ionization} or {distortion fields}.
Pegasus Search (Premiere Traditional)	Trad_Open_Warp	PT178	PT	178 TR			Mission	[S]	[FED][ROM][KLI]					50		Alpha	4							Search for U.S.S. Pegasus, reported lost in this sector.			Navigation + Diplomacy + Leadership + Treachery + INTEGRITY>40 OR {Interphase Generator}
Phased Matter (Premiere Traditional)	Trad_Open_Warp	PT42	PT	42 TC	TNG		Dilemma	[P]												SCIENCE-related dilemma;				Phased personnel vibrate out of sync with normal matter, rendering them undetectable. Phased people cannot interact with non-phased people.			Away Team is split into two Away Teams (your choice). Larger team is phased and cannot beam until cured by ENGINEER and SCIENCE in another Away Team on planet.
Pi (Premiere Traditional)	Trad_Open_Warp	PT361	PT	361 TR	TNG		Ship		Romulan	Scout Class	9	4	4						 	No staffing requirement; Romulan ship; Scout;				Ship suspected of attempting a covert mission to Galorndon Core in Federation territory.			
Plasma Fire (Premiere Traditional)	Trad_Open_Warp	PT87	PT	87 TC	TNG		Event																	Intensely hot combustion of ionized plasma gas. Dangerous fire which can destroy a ship.			Plays on any ship, except {Borg ship}. Fire damages ship at end of next turn and continues damaging each turn. SECURITY puts it out. Discard after use.
Plunder Site (Premiere Traditional)	Trad_Open_Warp	PT179	PT	179 TU			Mission	[P]	[ROM][KLI]					30		Alpha	2							Search ancient civilization site for treasures or artifacts.			Treachery + Archaeology + STRENGTH>30
Portal Guard (Premiere Traditional)	Trad_Open_Warp	PT43	PT	43 TU	TNG		Dilemma	[P]																Portal 63 is the last remaining protector of the Tkon Empire, which went extinct 600,000 years ago. Challenges those who awaken him.			Unless at least one Away Team member has CUNNING>7 OR Honor, the entire Away Team must abort mission and beam up or die.
Q (Premiere Traditional)	Trad_Open_Warp	PT44	PT	44 TR	TNG		Dilemma	[S/P]												Q-related dilemma;				Incorrigible, extra-dimensional member of the Q Continuum, a race of omnipotent beings. Q exhibits a child-like petulance and sense of playfulness.			Unless 2 Leadership and INTEGRITY>60, Q allows opponent to rearrange spaceline locations. Otherwise, discard all dilemmas seeded under here. Discard dilemma.
Q2 (Premiere Traditional)	Trad_Open_Warp	PT133	PT	133 TU	TNG		Interrupt							0							Q-related dilemma;			Member of the Q who observed Q's act of self-sacrifice and re-instated him in the Q continuum.			Nullifies any {Amanda Rogers} OR {Kevin Uxbridge} just played OR nullifies any Q-related dilemma.
Q-Net (Premiere Traditional)	Trad_Open_Warp	PT88	PT	88 TC	TNG		Event																	Q used an enormous forcefield grid in space to stop the U.S.S. Enterprise in 2364.			Plays between two adjacent spaceline locations. No ship may pass the Q-Net unless 2 Diplomacy aboard.
